recipe_id,dish_name,region,cuisine_raw,servings,instructions,source_row_id
113,Kaya Tholi Thoran Recipe (Raw Banana Thoran),Kerala,Kerala Recipes,2,"To begin with, the Kaya Tholi Thoran Recipe, Remove the peel from raw plantain. Wash the peel thoroughly with water. Chop the plantain peel finely into pieces.Add turmeric powder and cook chopped plantain peel with 2 cups of water. Cook until they become tender. Drain the excess water from the peel.Meanwhile, grind coarsely all the ingredients mentioned under To Grind.In a small pan, heat oil over medium heat and add mustard seeds once the oil is hot.Add curry leaves, followed by red chilies once the seeds splutter.Add the grounded paste and cook until the raw smell goes off.Now, to the fried coconut mixture, add chopped plantain peel to the mixture and cook until moisture is completely absorbed.Serve the Kaya Tholi Thoran Recipe with cooked rice and puliserry for a yummy lunch.",8005
114,Andi Unda (Kerala Special Cashew & Rice Balls) Recipe,Kerala,Kerala Recipes,2,"To begin making the Andi Unda recipe, roast the red matta rice in a wide pan without oil. The rice will become crispy and starts crackling. Once you start hearing the sound of crackle, take it off the stove and let it cool on a flat plate.In the same wide pan, add the cashew-nuts and dry roast them until they turn brown. Take care not to burn or black them. Once roasted, spread them on a flat plate to cool down.In a mixer grinder, first, grind the rice to a fine powder. Next grind the cashew-nuts. Do not run the mixer continuously, it will result in cashew butter, we don't need cashew paste, we need powdered cashews, so just pulse it 4-5 times.Mix powdered cashews, powdered rice, powdered jaggery and coconut together. Transfer the mixture to a mixer grinder and pulse them together 4-5 times to mix it well. This will help to bind them easily into balls.Transfer the contents to a clean bowl, take fist pull of powder and start making balls by pressing it tightly in your palms, shaping them like laddus. Keep the balls in a clean flat plate. Follow the same process with the remaining mixture.Andi Unda tastes best within 2-3 days. If you are planning to store for more days, then keep them in an air-tight container in the refrigerator. But then too, it is best to consume them within a week or 10 days.Serve them as a snack during hunger-pangs or even as a regular addition to your kids lunch box to improve their nutrient intake.",8191
115,Chemmeen Muringakka Curry Recipe -Prawn Drumstick Curry,Kerala,Kerala Recipes,4,"To begin making the Chemmeen Muringakka Curry Recipe/ Prawn & Drumstick Curry, we will first pressure cook the drumstick in a pressure cooker, with 2 tablespoons of water and  a pinch of salt for just 2 whistles. After 2 whistles turn off the heat and release the pressure immediately. Releasing the pressure immediately, will retain the fresh green color of the drumstick. To make the ground masala for the Chemmeen Muringakka CurryHeat a pan along with a teaspoon of oil over medium heat; add the cumin seeds, coriander seeds, dry red chillies and saute for 2 minutes till you get a roasted aroma and the seeds get crackling.Add in chopped garlic and onions into the pan. Saute until the onions turn translucent and soft.Stir in the grated coconut and turmeric powder and saute until the coconut changes the colour slightly. This will take about 2 to 3 minutes.Once it has sautéed well, turn off the heat and allow the masala to cool.Once the above ingredients are cooled, add it into a grinder along with a little water to make a smooth paste. Keep this aside.To make the curryHeat a kadai with coconut oil, add mustard seeds and allow it to crackle for few seconds. Add in curry leaves and allow it to crackle for few seconds.Add in sliced onions and sauté till they turn translucent, add in chopped green chillies and sauté for another 2 minutes.Add the ground coconut onion paste and mix. Stir in 1 cup of water and bring the mixture to a brisk boil.At this stage, drop in the washed and cleaned prawns, cooked drumstick, sprinkle red chilli powder and salt to taste. Simmer the Chemmeen Muringakka Curry for at least 10 minutes until the prawns are well done.Check the salt and spices and adjust to taste accordingly. Turn off the heat and transfer the Chemmeen Muringakka Curry to a serving bowl and serve hot.Serve the Chemmeen Muringakka Curry/ Prawn & Drumstick Curry along with steamed or ghee rice, or with some flaky Kerala parotta and Meen Varuthathu to make your Sunday lunch special.",8413
116,Mambhazam Pulissery Recipe,Kerala,Kerala Recipes,4,"To begin with Mambazha Pulissery, in a kadai, add, coconut oil, turmeric powder, salt, mangoes and a cup of water. Cook them over medium flame until the mango pieces become soft.Stir them often to avoid sticking at the bottom of the pan. The gravy becomes thickened once cooled down. Hence, adjust water level as per your required consistency.Once mango pieces are cooked, gently mash them with the back of the ladle.In a mixer, combine coconut, yogurt, cumin seeds, curry leaves add all of them and ground them to fine smooth pasteAdd the grounded paste to the mango gravy and cook over medium flame until the raw smell of the paste leaves, about 8-10 minutes.Switch off the flame and keep the gravy aside.In a small pan, add coconut oil and add mustard seeds, urad dal, curry leaves and wait till the mustard seeds splutter.Add seasoning to the Pulissery. Allow the gravy to settle down for about 20 minutesSeason the gravy with the roasted fenugreek powder at the time of servingServe your Mambazha Pulissery with Steamed Rice, Cabbage And Carrot Thoran Recipe, and Elai Vadam Recipe (A Traditional South Indian Rice Papad) for a complete South Indian meal. 
",8615
117,Kerala Style Varutharacha Mutton Curry Recipe,Kerala,Kerala Recipes,3,"To prepare Kerala Varutharacha Mutton Curry Recipe, mash mutton pieces well. Add the mutton pieces into pressure cooker along with cumin seeds and little shallot slices, turmeric powder and salt. Add ½ cup water and pressure cook for 1 whistle.Now in a wok add 1 teaspoon coconut oil. Add shallots, ginger and garlic pieces and sauté for 2 minutes.  Remove it from the pan and keep aside. Add dried red chilies, coriander seeds, cumin seeds, fennel seeds, cinnamon, cloves, cardamom seeds, and roast.After add grated coconut and sauté till spices are roasted well and coconut turns golden brown. Make sure not to burn the spices. Remove from the pan.Transfer shallots, ginger garlic mix, roasted spice-coconut mix into a blender. Add little water and grind into smooth paste.In a wok add coconut oil. Saute sliced shallots until translucent. Add the coconut slices.Add the cooked mutton pieces and roast for 5 minutes.Next add tomato slices and continue to cook.After some time add red chili powder, salt to taste and mix.Add the ground masala paste and cook until oil separates from the sides of the pan.Add the water in which mutton was cooked into the wok and bring it to boil.Sprinkle curry leaves. Check for seasoning.Once fully cooked turn off flame and serve Kerala Varutharacha Mutton Curry Recipe hot with steamed rice.Serve Kerala Varutharacha Mutton Curry along with appam, idiyappam or rice for a weekend lunch or dinner.
",8671
118,Chena Kaya Erissery Recipe,Kerala,Kerala Recipes,4,"To begin the preparation of Chana Kaya Erissery, first soft boil the yam and raw banana, mash and keep them aside.Grind the coconut and jeera to a fine paste by adding water, little at a time. Heat a pan/kadai with oil and add the boiled and mashed vegetables. Add salt, turmeric powder, peppercorns, chilli powder and the ground coconut paste.Let it simmer for 3-4 minutes only ( adjust water levels) and switch off.In a small pan, heat the coconut oil and temper with cumin, mustard seeds and red chillies.When the mustard seeds splutter add the grated coconut.Add curry leaves, turmeric powder, chilli powder and fry the coconut till they turn crunchy and light brown. Switch off and pour this tempering over the erissery.Your delicious Chena Kaya Erissery is ready to be relished!
",8718
119,Meen Peera (Kerala Style Fish Recipe With Shredded Coconut),Kerala,Kerala Recipes,4,"To prepare Meen Peera (Kerala Style Fish Recipe with shredded coconut), wash and clean the sardines and marinate it with 1 small piece of kudampuli and salt. Keep aside for 10 minutes.Throw away the kudampuli and wash the fish under running water till cleaned well. Drain all the water. Cut each fish into 3 pieces for better incorporation of flavor.Add the cleaned sardines into a meen chatti (earthenware) or a pan. Keep aside.Crush or coarsely grind (if you are using a mixer grinder for this process, just pulse it 1 or 2 times till you get a coarsely crushed mixture) together coconut, ginger, garlic, green chilies, shallots, 2 to 3 curry leaves and crushed dry red chili.Add the coconut mix and 2 big pieces of kudampuli into the sardines and mix well. (I used my hands, but you could always use a wooden spoon to do this)Add salt, coconut oil, fenugreek powder, turmeric powder and the rest of the curry leaves and mix well.Now add a little water, just enough to cover the fish.Bring the mixture together with a wooden spoon and press down firmly.Cover with a lid and cook on a high flame. When the mixture is boiling, lower the flame and cook for about 5-6 minutes.Now continue to cook the fish with the lid slightly open. Sauté occasionally and cook till water has reduced.Open the lid completely and continue to cook the fish a medium high flame until most of the liquid has dried up. (Take care not to burn the dish).Serve Meen Peera (Kerala Style Fish Recipe with shredded coconut) with steamed rice and Whole wheat lachha paratha for a wholesome lunch.
",8720
120,Chenakayi Erissery Recipe - Yam Erissery,Kerala,Kerala Recipes,4,"To begin making the Chenakayi Erissery Recipe, prepare all the ingredients required to make this dish.Take a heavy bottomed pan, add yam along with little water, turmeric and salt. Cover the pan and cook till it becomes soft.Meanwhile, prepare the masala. Take half of the coconut mentioned along with cumin, pepper, green chilli and grind to a coarse paste adding 2-3 tablespoon of water. Keep it aside.When the yam pieces are cooked well, mash them lightly using the back of the ladle.To the semi-mashed yam pieces, add the ground masala, salt and sprinkle a little water (if the water added initially has dried out). Mix everything well. Keep the flame on low and cover and cook for 4-5 minutes so that all the flavors are infused. Meanwhile, heat another pan and toast the coconut on low flame until golden brown. Keep aside. Next, Prepare the tempering. Add coconut oil. When it is hot, add mustard seeds. Once they splutter, add curry leaves and switch off. Finally, mix both the roasted coconut and tempering to the Yam erissery and gently give a stir. Reserve a little amount of roasted coconut for garnish.Garnish with roasted coconut and serve Chenakayi Erissery Recipe along with Steamed Rice, Malabari Parotta and Kerala Kadala Curry Recipe.
",8759
121,Kerala Style Karamani Thoran Recipe - Yard Beans Stir Fry With Coconut,Kerala,Kerala Recipes,4,"To begin making the Kerala Style Karamani Thoran Recipe, blend all the ingredients ""to be ground"" including coconut, green chillies, curry leaves, salt in a mixer grinder and make a coarse paste. Keep it aside.In a heavy bottom pan, add mustard seeds, cumin seeds, and allow it to crackle. When they crackle, add curry leaves.Add chopped yard beans, the ground coconut mixture and give it a stir.Add salt to taste and stir fry for about 3 to 4 minutes until the Karamani is well incorporated. Once done, serve warm.Serve the Kerala Style Karamani Thoran Recipe along withMixed Vegetable Sambar, Steamed Rice and South Indian Papad to enjoy your everyday meal.
",9016
122,Nadan Tomato Curry Recipe (Kerala Style Tomato Curry),Kerala,Kerala Recipes,4,"To begin making the Nadan Tomato Curry recipe, heat a pan with oil and temper with mustard seeds and curry leaves.Add the green chillies, tomatoes, turmeric powder, chilli powder and salt.Let the tomatoes cook over low flame, till they become soft and mushy.While the tomatoes cook, grind the ingredients given under 'ground mixture' along with 1/2 cup water .Once the tomatoes are soft, add the ground mixture and cook over low flame for another 3 to 4 minutes and switch off.Serve Nadan Tomato Curry along with Steamed Rice for light dinner or Mangalorean Neer Dosa for breakfast.
",9349
123,Kerala Special Vegetable Stew Recipe,Kerala,Kerala Recipes,4,"To begin making the Kerala Special Vegetable Stew recipe, firstly wash and steam the vegetables (including onion) till they are fork tender.Heat a heavy bottomed pan with coconut oil and temper with the whole spices and curry leaves.Now add the grated ginger and garlic and saute' for 20 seconds only.Add the steamed vegetables and the thin coconut milk. Cook covered over low flame for 5 to 7 minutes.After 5 to 7 minutes, add the thick coconut milk, stir to mix and switch off.Add salt and it is ready to be served. Using fresh whole spices and fresh coconut gives the stew it's authentic taste.Serve Kerala Special Vegetable Stew with Appam or Idiyappam for a perfect South Indian meal.",9398
124,Varutharacha Mutta Curry Recipe,Kerala,Kerala Recipes,2,"To begin making Varutharacha Mutta Curry Recipe, hard boil eggs in a saucepan. Once they cool down a bit, peel the outer shell and keep the eggs aside. Get ready with all the other ingredients as well.In a shallow frying pan, dry roast dry red chilli, cinnamon, cardamom, cloves, coriander seeds, peppercorns, shallots, grated coconut, fennel seeds, on a low flame till all the ingredients get roasted well and become golden color.  Keep aside till cooled.Once they are cooled, wet grind the spices to a smooth paste by adding a little water.  Heat oil in a shallow frying pan.  Splutter mustard seeds when the oil is hot. Add finely chopped onion, ginger garlic paste, curry leaves and saute well on a low-medium heat till onion turns translucent and the raw smell completely vanishes.Add chopped tomato and saute till they turn mushy and sort of comes together in the pan. Add ground coconut masala with salt, and enough water.  Bring it to a boil.  Once the gravy starts boiling, make slits on the surface of hard boiled eggs such that the masala of the curry seeps into it and add one after one, carefully to the boiling gravy. Allow the gravy to boil for 2-3 minutes.  Add few curry leaves and then turn off the heat.Serve Varutharacha Mutta Curry Recipe as a side dish along with No Yeast Kerala Style Appam Recipe, as traditionally served for breakfast in Kerala, or pair it up with Kerala parotta for simple dinner.",9610
125,Cabbage Thoran Recipe,Kerala,Kerala Recipes,4,"To make Pattagobi Thoran, first make a paste. Put the paste making ingredients in a mixer grinder and grind it well. Keep it aside. Now heat oil in a pan. Add urad dal to it and cook till it becomes light brown. Now add mustard seeds and let it cook for 15 seconds. After 15 seconds, add dry red chilli and cook it for 10 seconds. After 10 seconds, add the cabbage, mix and let it cook until it gets soft. After this add grounded coconut paste, salt, turmeric powder and curry leaves. Mix and let it cook for 3 to 5 minutes. Turn off the gas and serve hot. Serve Pattagobi Thoran along with mixed vegetable sambar and rice for dinner.",9639
126,Calamari Roast Recipe (Kerala Style Squid),Kerala,Kerala Recipes,4,"To begin making Calamari Roast Recipe (Kerala Style Squid), in a pressure cooker, take cleaned squid rings with turmeric, salt and ¼ cup water.Pressure cook for 1 whistle. Lower the flame and cook for 10 minutes.In a pan, dry roast fennel and black pepper for a minute. Move it to the blender.Add meat masala along with fennel and black pepper and make a fine powder.In a blender, coarsely blend together shallots, ginger and garlic.Heat oil in a pan. (Preferably cook in an earthenware for that extra flavour and aroma) Add mustard seeds and allow them to splutter.Once they splutter, add the shallot-ginger-garlic mix in and stir well.Tear the curry leaves and add them in the pan. You can add in the whole sprig too. Stir and cook well on medium heat till the onions turn translucent.Now add chopped tomatoes. Cook till the tomatoes have softened.Mash the tomatoes nicely.Now add chilli powder, coriander powder and mix well for 30 seconds.Add the cooked squid from the pressure cooker. If there is any water add that in too. Do not discard this since a unique taste is delectable in the stock.Mix well. Keep mixing at intervals till the water has evaporated a little. You neither want a gravy consistency nor should it be very dry.Now add fennel, black pepper, meat masala in. Mix properly. Adjust the salt.Serve Calamari Roast Recipe (Kerala Style Squid) as a side dish along with Malabari Parotta Without Egg Recipe, Steamed Rice and Kerala Style Vegetable Stew Recipe with Coconut Milk and Meen Varuthathu Recipe | Kerala Style Fish Fry for a complete spicy treat on a weekend with family.",9712
127,Carrot Beans Thoran Recipe - Kerala Thoran For Onam Sadya,Kerala,Kerala Recipes,4,"To prepare Carrot And Beans Thoran (Sabzi Recipe), wash carrot and beans thoroughly with water and chop all them finely.Into a pressure cooker, add the carrot and beans, along with a little salt and 3 tablespoons water and pressure cooker for 2 whistles and turn off the heat. Release the pressure immediately, to avoid discoloration of the vegetables. Keep the vegetables for the thoran aside.Into a mixer grinder, add the fresh coconut, green chillies and cumin seeds and blend without any water to make a coarse mixture. Keep this thoran masala aside.Heat oil in a kadai over medium heat; add the mustard seeds and urad dal and allow it to crackle.Once the urad dal turns light golden brown, add the chopped pearl onions and curry leaves.Saute the onions, until they turn soft and translucent over medium heat. Once done, add the turmeric powder and the ground thoran masala. Saute for a few seconds.Stir in the steamed carrot and beans into the above thoran mixture. Check the salt and add more if required.Stir the Carrot And Beans Thoran for about minute and turn off the heat. Transfer to a serving bowl and serve hot. Try our Carrot Beans Thoran Recipe, it's the best!  Serve the Carrot Beans Thoran Recipe along with Arachuvitta Sambar and Steamed Rice for a traditional south indian lunch. Thoran can be packed into kids lunch box as well, along with Phulka and Dahi.",9998
128,Kerala Style Konju Curry With Thengakothu Recipe (Kerala Style Prawn Curry),Kerala,Kerala Recipes,4,"To begin making the Kerala Style Konju Curry With Thengakothu recipe, wash, clean and devein the prawns.Marinate it with 1 small piece of kudampuli and salt. Keep aside for 10 minutes.Throw away the kudampuli and wash the prawns under running water till cleaned well. Drain away all the water.Take a heavy bottomed pan and add the cleaned prawns into it.Into the prawns, add all the ingredients except the coconut oil.Mix well with hands (or with a wooden spoon) till masala has coated the prawns completely. [add just enough water to cover the prawns or a little lesser, because prawns releases it's own juices while cooking]Cover and cook the prawns for 10 to 12 minutes approximately or till its done. The cooking time depends on the prawns.Do not over cook the prawns. Over cooked prawns turns rubbery and under cooked prawns can make you sick. So be careful while cooking it.If there is too much gravy, reduce it a little. Switch off the flame.Heat coconut oil in a small pan. Add the mustard and allow it to splutter. Now add the curry leaves and fenugreek powder. (optional) Switch off flame.Pour the seasoning into the curry, mix well and serve hot. Kerala Style Konju Curry With Thengakothu is best served with hot rice, appams or neer dosa.",10120
129,Mint Vegetables Moilee Recipe (Mixed Vegetables Cooked In Minty Coconut Milk),Kerala,Kerala Recipes,4,"To begin making the Mint Vegetables Moilee recipe, scrape the coconut and extract the thick and thin coconut milk and keep aside.Heat oil in a wok/kadhai, once heated add the mustard seeds and let it splutter.Add the curry leaves and the thinly sliced onions and sauté till it gets translucent.Add the ginger and the sliced garlic pods and cook until the raw smell evaporates.Add the cubes vegetables, pepper powder and turmeric powder, and sauté for a minute.Add the thin coconut milk and let the vegetables cook with the lid on. This will take 5 to 6 minutes.Add the chopped tomatoes and let it cook for a minute.Once the vegetables are cooked, add the thick coconut milk and the mint paste and heat it for 2 minutes.Make sure you don't bring this mix to a boil at this stage else the coconut milk the curdle.Switch off the flame, season with salt and add the lemon juice.Serve the Mint Vegetables Moilee Recipe with Appams or Idiyappams or Steamed Rice for Sunday brunch.
",10125
130,Mushroom Thoran Recipe-Kerala Style Mushroom Sabzi,Kerala,Kerala Recipes,4,"To prepare this easy Mushroom thoran Recipe-Kerala Style Mushroom Sabzi, prep up with all the ingredients first.Grind all the ingredients meant for spice paste into a thick coarse paste by adding 1/3 cup water.Heat a kadai and add oil. Add mustard seeds and after they splutter, one by one add the other ingredients meant for tempering and mix well.Add the finely chopped mushrooms and turmeric powder and mix well. After some time water will be released from the mushrooms. Cook it for 10 to 15 minutes till the mushrooms appear tender.Now add the ground coconut paste to the mushrooms and cook uncovered for 10 minutes.Add salt to taste and give it a stir. Serve Kerala Style Mushroom thoran Recipe-Kerala Style Mushroom Sabzi with Steamed rice and Cheriya Ulli Sambar.
",10180
131,Murungai Keerai Puttu - Drumstick Leaves Puttu Recipe,Kerala,Kerala Recipes,2,"To begin making the Murungai Keerai Puttu recipe, heat ghee in a heavy bottomed pan.Add the drumstick leaves to it and saute for a minute until it shrinks. Keep aside.Add ragi flour, bajra flour and rice flour in a mixing bowl. Add salt to it and mix well. Sprinkle water little by little and rub into flour to make it crumbly.It has to be in puttu consistency. That is, if small amount of flour is taken and pressed in palm it has to hold shape and crumble if pressed further tightly.Add water to the base vessel of puttu maker until 3/4th and place it on stove. Now place the disc with holes at bottom of top cylindrical vessel.Add 3 teaspoons of coconut to the cylindrical vessel, followed by 2 teaspoons of sauteed drumstick leaves and half of the prepared puttu flour.Layer it again with coconut, drumstick leaves and remaining puttu flour until it reaches top. Close with lid and place the cylindrical vessel on top of base vessel on stove.Steam the Murungai Keerai Puttu for 10 minutes on medium flame or until the top starts releasing steam.Once done, allow Murungai Keerai Puttu to cool and remove the puttu from cylindrical vessel using the stick that accompanied the puttu maker.The healthy drumstick leaves puttu is ready to serve. Serve Murungai Keerai Puttu along with Kerala Kadala Curry for a healthy breakfast meal or you can also relish it for lunch.",10291
132,Kerala Style Whole Wheat Parotta Recipe,Kerala,Kerala Recipes,4,"To begin making the Kerala Style Whole Wheat Parotta Recipe , in a mixing bowl add the flour, 1 tablespoon ghee, milk, sugar, salt and sufficient lukewarm water and make a hard dough.Cover it and keep it aside for 15-20 minutes.Divide the dough into equal portions and roll them into balls.Apply some oil on the balls and cover it. Keep it aside for another 5 to 10 minutes.Spread a little oil or ghee on the table top. Place ball on it and roll it with the help of a rolling pin into thin sheet.Now apply some ghee or oil on the rolled sheet and dust it with the little refined flour.Make small pleats and roll into a round ball. Do the same with the remaining balls. Cover it and leave it aside for 5 minutes.Now take the rested balls and roll like chapati.Heat non-sticky tawa and place the rolled chapati on it.Drizzle little ghee or oil and cook it from both sides until lightly brown and crisp.Serve the Kerala Style Whole Wheat Parotta Recipe with Kappa stew or Kerala Kadala Curry Recipe (Spicy Chickpeas in Coconut Curry) to enjoy your meal.
",10322
133,Kerala Style Prawns & Shrimp Biryani  -Chemmeen Biryani Recipe,Kerala,Kerala Recipes,4,"Start making Kerala Style Prawns & Shrimp Biryani (Chemmeen Biryani Recipe) by mixing prawns with ingredients mentioned under marinating prawns, and refrigerate for 2-3 hours. Meanwhile you can prepare basmati rice for biryani.Meanwhile, grind grated coconut and coriander leaves into a smooth paste.Also grind soaked cashews and keep aside.Heat oil in a Stir-fry pan and shallow fry marinated prawns and keep aside.In the same pan, heat oil and add onions, 1 tablespoon ginger-garlic paste and green chillies, sauté till done.Once the onions are soft, add chopped tomatoes and sauté till cooked.Now add curd, ground paste of coconut-coriander and stir well.Once it comes to boil and the raw smell disappears, add shallow fried prawns and cook on low flame and sauté for 5-6 minutes till the prawns are well-coated with masala.Add the cashew paste and garam masala. Combine well and cook for another 2 to 3 minutes till the mixture thickens slightly. Switch off flame and allow the pan to cool.Instruction for RiceWhile the prawn is getting marinated, drain all water from soaked basmati rice.Meanwhile, heat ghee/oil in a pressure cooker and splutter cardamom, cloves and cinnamon till aromatic and add rice to fry for 5 minutes or until rice starts cracking.Add the water, lemon juice, salt and leaves. Stir well. Cover the pressure cooker with lid without weight.Cook on a high flame till a strong steam comes through. Turn the flame to a complete sim and cook for 5 minutes.Switch off flame and leave to cook on residual heat of the stove for 30 minutes.Once the rice is ready, fluff the rice with a fork or spread the rice on a tray & keep aside.Instruction For GarnishHeat ghee/oil in a pan and fry the cashews and raisins. Remove them from the pan and fry the onions till golden brown.Drain any excess ghee on a paper towel.Layering The Biryani - Stove Top MethodGrease a thick bottomed Biryani pot/Stew pot with ghee.Add a layer of the prawns masala as the bottom layer. Next add a layer of rice as the second layer. Repeat layers till the masala and rice is used up completely. The top most layer of the biriyani must be the rice. Drizzle a little ghee between each layer. Sprinkle coriander and mint leaves on top.Cover with lid and cook for 15 to 20 minutes on lowest flame.Once the biriyani is done, spread the garnish all over and cover again and keep closed for at least 15 minutes to cook in residual heat.Layering The Biryani – Oven MethodPreheat Oven at 180 degree Celsius for 10 minutes.Grease a baking dish with ghee and add layers and garnishing like mentioned above under stove top method.Cover dish with aluminium foil or wet cloth and bake for 25-30 minutes.Serve Chemmeen Biryani hot with papad and Burani Raita or Lauki Raita.
",10910
134,Kerala Style Vettu Cake Recipe (Eggless Wholewheat Tea Shop Cake),Kerala,Kerala Recipes,10,"To prepare Kerala Style Vettu Cake Recipe (Eggless Wholewheat Tea Shop Cake), sift in wheat flour into a mixing bowl. Add salt, cooking soda, sugar, cardamom powder and butter to the flour.Mix everything well and add milk to it. Mix to form crumbs. You can also powder sugar before adding.Then add water little by little and knead into smooth dough. The dough has to be non sticky. Add little flour if needed.Keep the dough covered for 45 minutes. After resting time, roll the dough into a log and cut into 2 inch square pieces.Make a small cut in ""X"" or ""+"" mark in the center with a knife. See the picture for reference.Heat oil for deep frying, check the temperature by dropping a small piece of dough. It has to rise to top immediately.Reduce the flame and drop the pieces slowly and fry for 4-5 minutes in batches keeping in low flame. It has to turn golden brown on all sides.Drain the oil using kitchen tissues. Serve Kerala Style Vettu Cake Recipe (Eggless Wholewheat Tea Shop Cake) with Coconut Kewra Drink or Ginger Cardamom Chai.",11123
135,Kerala Style Varutharacha Sambar Recipe - Tangy Coconut Sambar Recipe,Kerala,Kerala Recipes,3,"To begin making the Kerala Style Varutharacha Sambar recipe, we will first prepare the Homemade Roasted Coconut Sambar Powder.Heat oil in a heavy bottomed pan and add fenugreek seeds. Roast till lightly browned. Add in the split urad dal and chana dal. Roast until they turn golden brown.Once the dals turn brown add the asafoetida and fry for a few seconds till aroma comes through. Transfer this to a bowl and leave to cool.In the same pan, roast the coriander seeds and dry red chillies. Roast until till they give out a nice aroma and  and the red chillies are lightly browned and roasted. Now add in the curry leaves and grated coconut and fry till the coconut turns brown (take care not to burn the coconut). Keep aside to cool.Once cooled grind all the ingredients in a spice grinder until all the dals and spices are ground into a coarse powder like texture. You can optionally add some water to grind to a fine paste. Once the powder is ready, the next step is to prepare the Varutharacha Sambar.In a pressure cooker add in the tamarind water, turmeric powder, salt and all the vegetables. Add a cup of water and cook until you hear two whistles. Turn off the heat and allow the pressure to release naturally.In a large sauce pan, combine the lentils, the cooked vegetables in tamarind water and the sambar powder. Stir to combine all the ingredients well. Check for the salt and spice levels and adjust according to taste. You can also adjust the consistency of the sambar by adding water if you like it thinner. Turn the heat on medium and begin to simmer the Varutharacha Sambar for about 5 to 6 minutes. While the sambar is simmering, we will now get the seasoning ready. Heat coconut oil in a small pan; add in the mustard seeds and allow it to crackle.Add finely sliced pearl onions and saute until they turn soft and light brown in colour.Add the dry red chillies and curry leaves and fry for a few seconds until the red chillies are roasted. This will take about 20 seconds.Pour the seasoning over the simmering Varutharacha Sambar and garnish with chopped coriander leaves.Turn off the heat and keep the sambar covered for about 10 to 15 minutes before you serve.Serve Varutharacha Sambar along with Carrot and Beans Thoran, Steamed Rice and Elai Vadam for a weekday meal.Note:1. Coconut oil enhances the flavour of the curry and lifts it to a whole new level. For health benefits, I tend to use a lesser quantity of coconut oil in my cooking. I avoided using coconut oil while frying the spices and grated coconut for the ground mixture. I only added it while preparing the seasoning/tempering. Please feel free to add more if you like the flavor.2. Don’t limit your use of veggies to those I have mentioned in the recipe. You can add whichever vegetables are available in your refrigerator.",11171
136,Kerala Kadala Curry Recipe - Spicy Chickpeas in Coconut Curry,Kerala,Kerala Recipes,5,"To begin making the Kerala Kadala Curry Recipe, soak chickpeas overnight or for at least 8 hours.Place the soaked chickpeas in the pressure cooker along with a little salt and 2-1/2 cups of water and cook until for 4 to 5 whistles. After 5 whistles, turn the heat to low and simmer for 20 minutes and turn the off the heat.Allow the pressure to release naturally. Ensure the kadal is completely cooked and has a soft bite. If not cook it for a longer time. Next to make the coconut paste, into a mixer grinder jar, add the coconut, fennel seeds and coriander seeds. Add 1/2 cup of warm water and blend to make a smooth paste. Heat oil in a heavy bottomed pan over medium heat.Add the mustard seeds and allow it to crackle. Once it crackles, add the onion, garlic, ginger and green chillies and saute until the onion is soft and translucent. Add the curry leaves and saute for a few seconds. Stir in the tomato puree, turmeric powder, red chilli powder and the coconut puree and give the curry mixture a stir.Finally add the cooked chickpeas, a little salt to taste and bring the Kadala Curry to a boil.Add a cup of water, give the Kadala Curry a stir and turn the heat to low. Simmer the Kadala Curry for a good 15 minutes until all the masala is well absorbed to make a delicious taste Kadala Curry.Give it a taste and adjust the salt and chilli accordingly. Turn off the heat and transfer the Kerala Kadala Curry to a serving bowl and serve hot.Serve the Kerala Kadala Curry along with Puttu for a delicious breakfast, lunch or dinner or even make it for the festival of Onam.",11222
137,Pulikuthi Upperi Recipe - Spicy & Tangy Palakkad Poriyal Recipe,Kerala,Kerala Recipes,4,"To begin making Pulikuthi Upperi Recipe, soak the tamarind in 1/2 cup of hot water for 5 minutes, squeeze out the pulp and keep aside.Dry roast the raw rice, fenugreek seeds and dried red chilies in a small pan on low heat until it turns golden and aromatic. Grind it into a fine powder using a mixer grinder and keep aside.Since all the vegetables have different cooking times, we will cook each of them separately.Into a kadai, heat 1 teaspoon of oil add the raw banana, sprinkle some salt and stir fry until the raw banana is tender and cooked. You can can cover the pan and cook the raw banana until done. Keep this aside.Into the same kadai, add 1/2 teaspoon oil; add the pumpkin, sprinkle salt, the tamarind pulp, jaggery, turmeric powder and stir fry until the pumpkin is tender and cooked. You can can cover the pan and cook the pumpkin until done. Keep this aside.Lastly for the Pulikuthi Upperi, into a new kadai, add 1/2 teaspoon oil; add the mustard seeds and allow them to crackle. Add the hing and curry leaves and saute for a few seconds.Add the bhindi, sprinkle salt and stir fry until the bhindi is tender and cooked. You can can cover the pan and cook the bhindi until done. Add the cooked pumpkin, the raw banana and the ground spiced into the cooked bhindi and stir until well combined. Check the salt and chillies and adjust to suit your taste. Once done, turn off the heat and serve the Pulikuthi Upperi hot.Serve the Pulikuthi Upperi Recipe along with Steamed Rice, Thakkali Vengaya Sambar, Curd and Appalam for a delectable weeknight dinner.",11442
